google	0	1890 us census	0.0
google	1	a9.com	0.0
google	2	acm computing classification system	0.0
google	3	advise	0.0
google	4	aol	0.0
google	5	aol search	0.0
google	6	academic press	0.0
google	7	academic journal	0.0
google	8	accuracy and precision	0.0
google	9	actuate corporation	0.0
google	10	adversarial information retrieval	0.0
google	11	adverse drug reaction	0.0
google	12	advertising	0.0
google	13	aggregate (data warehouse)	0.0
google	14	aggregate function	0.0
google	15	alan emtage	0.0
google	16	algorithm	0.0
google	17	algorithm design	0.0
google	18	aliweb	0.0
google	19	alltheweb	0.0
google	20	alpha consumer	0.0
google	21	altavista	0.0
google	22	alvin weinberg	0.0
google	23	analysis of algorithms	0.0
google	24	analytics	0.0
google	25	anchor modeling	0.0
google	26	angoss	0.0
google	27	anomaly detection	0.0
google	28	archie comics	0.0
google	29	archie search engine	0.0
google	30	argonne national laboratory	0.0
google	31	artificial intelligence	0.0
google	32	artificial life	0.0
google	33	artificial neural network	0.0
google	34	as we may think	0.0
google	35	ask.com	0.0
google	36	association for computing machinery	0.0
google	37	association rule	0.0
google	38	association rule learning	0.0
google	39	association rule mining	0.0
google	40	association rules	0.0
google	41	atlantic monthly	0.0
google	42	automata theory	0.0
google	43	automated reasoning	0.0
google	44	automatic summarization	0.0
google	45	baidu	0.0
google	46	bayes' theorem	0.0
google	47	berlekamp	0.0
google	48	bibliometrics	0.0
google	49	bill inmon	0.0
google	50	binary independence model	0.0
google	51	binary classification	0.0
google	52	bing	0.0
google	53	bioinformatic	0.0
google	54	bioinformatics	0.0
google	55	biomedical	0.0
google	56	blackle.com	0.0
google	57	blekko	0.0
google	58	boogami	0.0
google	59	boolean algebra	0.0
google	60	boolean operators	0.0
google	61	bram stoker	0.0
google	62	british petroleum	0.0
google	63	business intelligence	0.0
google	64	business intelligence tools	0.0
google	65	buzzword	0.0
google	66	c. j. van rijsbergen	0.0
google	67	capps ii	0.0
google	68	cern	0.0
google	69	cikm conference	0.0
google	70	crisp-dm	0.0
google	71	calvin mooers	0.0
google	72	cambridge university press	0.0
google	73	cancer	0.0
google	74	carnegie mellon university	0.0
google	75	carrot2	0.0
google	76	case western reserve university	0.0
google	77	categorization	0.0
google	78	category theory	0.0
google	79	censorship	0.0
google	80	chacha (search engine)	0.0
google	81	chemicalize.org	0.0
google	82	chess	0.0
google	83	chess endgame	0.0
google	84	churn rate	0.0
google	85	clarabridge	0.0
google	86	classification of the sciences (peirce)	0.0
google	87	cloud storage	0.0
google	88	cluster analysis	0.0
google	89	co-occurrence	0.0
google	90	cognitive science	0.0
google	91	collaborative information seeking	0.0
google	92	collaborative search engine	0.0
google	93	column-oriented dbms	0.0
google	94	combinatorial game	0.0
google	95	combinatorics	0.0
google	96	communications of the acm	0.0
google	97	comparison of olap servers	0.0
google	98	comparison of web search engines	0.0
google	99	compiler	0.0
google	100	computability theory	0.0
google	101	computational chemistry	0.0
google	102	computational complexity theory	0.0
google	103	computational geometry	0.0
google	104	computational linguistics	0.0
google	105	computational neuroscience	0.0
google	106	computational physics	0.0
google	107	computational science	0.0
google	108	computer accessibility	0.0
google	109	computer animation	0.0
google	110	computer architecture	0.0
google	111	computer data storage	0.0
google	112	computer graphics	0.0
google	113	computer music	0.0
google	114	computer networking	0.0
google	115	computer programming	0.0
google	116	computer science	0.0
google	117	computer vision	0.0
google	118	concurrency (computer science)	0.0
google	119	concurrency control	0.0
google	120	condition monitoring	0.0
google	121	conference on information and knowledge management	0.0
google	122	conference on knowledge discovery and data mining	0.0
google	123	contextual advertising	0.0
google	124	controlled vocabulary	0.0
google	125	cornelis j. van rijsbergen	0.0
google	126	cross-language information retrieval	0.0
google	127	cross-platform	0.0
google	128	cross industry standard process for data mining	0.0
google	129	cryptography	0.0
google	130	cuil	0.0
google	131	cultural studies	0.0
google	132	customer analytics	0.0
google	133	customer relationship management	0.0
google	134	cyril w. cleverdon	0.0
google	135	dna	0.0
google	136	dashboard (business)	0.0
google	137	data	0.0
google	138	data mining extensions	0.0
google	139	data pre-processing	0.0
google	140	data vault modeling	0.0
google	141	data analysis	0.0
google	142	data cleaning	0.0
google	143	data clustering	0.0
google	144	data collection	0.0
google	145	data dictionary	0.0
google	146	data dredging	0.0
google	147	data extraction	0.0
google	148	data integration	0.0
google	149	data loading	0.0
google	150	data management	0.0
google	151	data mart	0.0
google	152	data mining	0.0
google	153	data mining in agriculture	0.0
google	154	data mining in meteorology	0.0
google	155	data modeling	0.0
google	156	data set	0.0
google	157	data snooping	0.0
google	158	data structure	0.0
google	159	data transformation	0.0
google	160	data visualization	0.0
google	161	data warehouse	0.0
google	162	database	0.0
google	163	database management system	0.0
google	164	database system	0.0
google	165	daum communications	0.0
google	166	decision making	0.0
google	167	decision support system	0.0
google	168	decision tree learning	0.0
google	169	decision trees	0.0
google	170	deepwater horizon oil spill	0.0
google	171	degenerate dimension	0.0
google	172	desktop search	0.0
google	173	digital object identifier	0.0
google	174	digital obsolescence	0.0
google	175	dimension (data warehouse)	0.0
google	176	dimension reduction	0.0
google	177	dimension table	0.0
google	178	dimensional modeling	0.0
google	179	discounted cumulative gain	0.0
google	180	discovery (observation)	0.0
google	181	discovery net	0.0
google	182	dissolved gas analysis	0.0
google	183	distributed computing	0.0
google	184	distributed web crawling	0.0
google	185	divergence-from-randomness model	0.0
google	186	document retrieval	0.0
google	187	dogpile	0.0
google	188	don swanson	0.0
google	189	donald b. crouch	0.0
google	190	dot-com bubble	0.0
google	191	dots-and-boxes	0.0
google	192	dracula	0.0
google	193	drug discovery	0.0
google	194	duckduckgo	0.0
google	195	early-arriving fact	0.0
google	196	educational data mining	0.0
google	197	electrical power	0.0
google	198	electronic health records	0.0
google	199	eli pariser	0.0
google	200	emanuel goldberg	0.0
google	201	enterprise search	0.0
google	202	environment for developing kdd-applications supported by index-structures	0.0
google	203	eugene garfield	0.0
google	204	europe	0.0
google	205	european conference on machine learning and principles and practice of knowledge discovery in databases	0.0
google	206	european summer school in information retrieval	0.0
google	207	evolutionary computation	0.0
google	208	exalead	0.0
google	209	excite	0.0
google	210	experian hitwise	0.0
google	211	expert system	0.0
google	212	expertise finding	0.0
google	213	exploratory data analysis	0.0
google	214	extended boolean model	0.0
google	215	extract, transform, load	0.0
google	216	f-score	0.0
google	217	f. wilfrid lancaster	0.0
google	218	fico	0.0
google	219	facebook	0.0
google	220	fact (data warehouse)	0.0
google	221	fact table	0.0
google	222	factor analysis	0.0
google	223	federated search	0.0
google	224	file transfer protocol	0.0
google	225	filter bubble	0.0
google	226	first amendment to the united states constitution	0.0
google	227	focused crawler	0.0
google	228	forestle	0.0
google	229	formal methods	0.0
google	230	forrester research	0.0
google	231	functional programming	0.0
google	232	fuzzy retrieval	0.0
google	233	gnu project	0.0
google	234	gartner	0.0
google	235	general architecture for text engineering	0.0
google	236	generalized vector space model	0.0
google	237	genetic algorithms	0.0
google	238	genetics	0.0
google	239	genieknows	0.0
google	240	genres	0.0
google	241	geographic information systems	0.0
google	242	gerard salton	0.0
google	243	gerard salton award	0.0
google	244	go.com	0.0
google	245	goby inc.	0.0
google	246	goodsearch	0.0
google	247	google	1.0
google	248	google bombing	1.0
google	249	google drive	1.0
google	250	google search	1.0
google	251	google effect	1.0
google	252	gopher (protocol)	0.0
google	253	graph theory	0.0
google	254	grid computing	0.0
google	255	guruji.com	0.0
google	256	holap	0.0
google	257	html	0.0
google	258	hans peter luhn	0.0
google	259	harmonic mean	0.0
google	260	health insurance portability and accountability act	0.0
google	261	herman hollerith	0.0
google	262	hitwise	0.0
google	263	hotbot	0.0
google	264	human%e2%80%93computer information retrieval	0.0
google	265	human%e2%80%93computer interaction	0.0
google	266	human rights	0.0
google	267	hypertext	0.0
google	268	ibm	0.0
google	269	ieee	0.0
google	270	ill-posed	0.0
google	271	image processing	0.0
google	272	image retrieval	0.0
google	273	imperial college london	0.0
google	274	independency	0.0
google	275	index (database)	0.0
google	276	index (search engine)	0.0
google	277	info.com	0.0
google	278	informatics (academic field)	0.0
google	279	informationweek	0.0
google	280	information retrieval facility	0.0
google	281	information access	0.0
google	282	information architecture	0.0
google	283	information extraction	0.0
google	284	information integration	0.0
google	285	information management	0.0
google	286	information need	0.0
google	287	information overload	0.0
google	288	information retrieval	0.0
